Date,Period,Volume,total,price
5/08/2015,Day-ahead Baseload,10,240,35.5
19/12/2014,Week 52 '14 Baseload,10,1680,21.5
23/03/2015,April '15 Baseload,10,7200,33.45
1/10/2015,Day-ahead Baseload,15,360,44
25/11/2014,December '14 Baseload,5,3720,37.35
8/07/2015,August '15 Baseload,10,7440,30.4
8/09/2014,October '14 Baseload,10,7450,35.5
18/06/2014,Week 26 '14 Baseload,20,3360,34
24/08/2015,September '15 Baseload,5,3600,33.5
23/09/2016,Day-ahead Baseload,5,120,35.2
8/10/2014,December '14 Baseload,5,3720,35
7/09/2015,Q1 '16 Baseload,10,21830,33.5
27/01/2016,February '16 Baseload,5,3480,33
22/10/2015,Year 2016 Baseload,5,43920,32
30/01/2015,Day-ahead Baseload,5,120,34.75
27/03/2014,Year 2017 Baseload,25,219000,33.05
15/09/2015,Day-ahead Baseload,25,600,41
6/11/2015,Week 46 '15 Baseload,10,1680,33.5
17/12/2014,Day-ahead Peaks,10,120,49
13/01/2015,Thursday Baseload,15,360,30.5
31/07/2014,August '14 Baseload,10,7440,32.9
6/11/2013,Day-ahead Baseload,5,120,36.3
18/12/2013,Week 52 '13 Baseload,20,3360,14.5
16/04/2014,Day-ahead Peaks,2,24,41
27/08/2014,September '14 Baseload,10,7200,35.5
27/01/2016,Day-ahead Baseload,10,240,34.25
9/01/2015,Sunday Baseload,25,600,5
2/11/2015,Day-ahead Baseload,5,120,43.5
9/06/2014,Day-ahead Baseload,5,120,36.1
10/04/2015,Week 16 '15 Baseload,50,8400,31
15/03/2016,Day-ahead Baseload,10,240,26.25
25/11/2014,Year 2017 Baseload,30,262800,34.85
4/11/2015,Day-ahead Baseload,10,240,42.25
12/05/2015,June '15 Baseload,5,3600,30.6
16/06/2016,Year 2017 Baseload,5,43800,29.75
6/05/2014,Year 2015 Baseload,30,262800,35
20/07/2015,Day-ahead Baseload,15,360,44.5
18/12/2014,Weekend Baseload,25,1200,19.5
25/06/2015,Week 27 '15 Baseload,10,1680,34
8/09/2014,October '14 Baseload,5,3725,35.5
6/01/2015,Week 4 '15 Baseload,50,8400,35.5
14/05/2014,June '14 Baseload,20,14400,31.4
25/02/2014,Year 2015 Baseload,5,43800,35.35
13/10/2015,Day-ahead Baseload,25,600,49.5
21/08/2015,Day-ahead Baseload,25,600,31.75
6/11/2014,Day-ahead Baseload,5,120,38.7
29/06/2015,Day-ahead Baseload,5,120,38
16/09/2014,Week 40 '14 Baseload,10,1680,33.25
12/09/2013,Weekend Baseload,5,240,30.5
16/10/2013,Week 43 '13 Baseload,10,1690,38
2/12/2014,Year 2016 Baseload,1,8784,35.7
13/01/2015,Day-ahead Baseload,10,240,32.5
26/09/2014,Week 40 '14 Baseload,5,840,37.5
29/10/2013,Thursday Baseload,25,600,36
27/07/2015,August '15 Baseload,10,7440,32.3
16/10/2015,November '15 Baseload,5,3600,36
13/08/2013,Day-ahead Baseload,5,120,39
28/03/2014,Sunday Baseload,10,230,21.5
11/01/2016,Day-ahead Baseload,5,120,38
1/04/2015,Day-ahead Baseload,10,240,32.25
11/12/2014,Day-ahead Baseload,10,240,36.85
12/10/2015,Day-ahead Baseload,20,480,52
23/10/2013,Weekend Baseload,10,490,18.75
3/12/2014,January '15 Baseload,5,3720,37.75
6/10/2015,Day-ahead Baseload,5,120,44
3/09/2014,November '14 Baseload,1,720,39.6
2/07/2015,Weekend Baseload,25,1200,33
8/06/2016,Day-ahead Baseload,5,120,37.5
16/04/2014,Day-ahead Baseload,15,360,39
23/12/2013,25/12/2013 Baseload,15,360,10
20/04/2015,Week 18 '15 Baseload,25,4200,26.75
29/08/2014,Weekend Baseload,10,480,26
10/11/2014,Day-ahead Baseload,10,240,37.5
26/05/2015,Q3 '15 Baseload,25,55200,30.7
16/02/2015,Day-ahead Baseload,10,240,44.75
18/12/2014,Day-ahead Baseload,10,240,37.39
1/03/2016,Day-ahead Baseload,5,120,22.75
21/08/2015,September '15 Baseload,5,3600,33.75
9/02/2016,Day-ahead Baseload,25,600,27.5
11/09/2013,Week 38 '13 Baseload,10,1680,38
9/04/2014,May '14 Baseload,10,7440,31.15
17/07/2015,Weekend Baseload,25,1200,36
31/07/2013,Day-ahead Baseload,4,96,38.5
27/11/2014,December '14 Baseload,15,11160,37.5
10/04/2014,Weekend Baseload,5,240,27
19/02/2015,Day-ahead Baseload,10,240,36.5
25/04/2014,Saturday Baseload,10,240,29.2
12/06/2015,Q3 '15 Baseload,10,22080,30.8
12/10/2015,Day-ahead Baseload,10,240,53.25
18/11/2015,Day-ahead Baseload,50,1200,36
31/01/2014,Weekend Baseload,10,480,29
23/07/2014,Year 2015 Baseload,10,87600,35.8
28/11/2013,Year 2014 Baseload,5,43800,36.8
22/01/2014,Day-ahead Baseload,5,120,46.2
5/01/2016,Year 2017 Baseload,5,43800,28.7
2/01/2014,Day-ahead Baseload,5,120,27.7
10/11/2014,Day-ahead Baseload,5,120,37.25
4/09/2015,Weekend Baseload,10,480,24
10/09/2014,Week 40 '14 Baseload,25,4200,33.75
14/01/2014,February '14 Baseload,5,3360,40.85
26/10/2015,November '15 Baseload,5,3600,37.15
16/12/2014,Weekend Baseload,45,2160,22
8/01/2015,Week 3 '15 Baseload,50,8400,31.75
16/06/2015,Week 28 '15 Baseload,25,4200,31.35
14/10/2015,Day-ahead Baseload,50,1200,48.25
7/08/2013,Day-ahead Baseload,5,120,49.5
23/10/2013,Day-ahead Baseload,10,240,41
19/11/2015,Year 2016 Baseload,5,43920,32.95
1/02/2016,March '16 Baseload,10,7430,28.1
30/12/2013,Day-ahead Baseload,15,360,26.25
28/02/2014,Weekend Baseload,10,480,29.75
16/10/2013,Week 43 '13 Baseload,5,845,38
11/08/2015,September '15 Baseload,20,14400,34.5
23/12/2015,Week 53 '15 Baseload,10,1680,27.5
24/06/2014,Day-ahead Baseload,10,240,39.5
18/06/2014,Day-ahead Baseload,5,120,31
8/09/2016,Year 2017 Peaks,10,31200,36.75
16/06/2015,Day-ahead Baseload,10,240,33.2
26/02/2014,Weekend Baseload,5,240,28
2/10/2014,Day-ahead Baseload,25,600,40
30/07/2014,August '14 Baseload,5,3720,33.1
13/11/2014,December '14 Baseload,20,14880,33.95
12/01/2015,Day-ahead Baseload,25,600,33.5
11/03/2015,Q2 '15 Baseload,10,21840,33.6
23/09/2016,Week 39 '16 Baseload,10,1680,29
6/11/2013,December '13 Baseload,5,3720,38.05
7/04/2014,Day-ahead Baseload,5,120,31.5
9/07/2015,Day-ahead Baseload,10,240,37
1/10/2013,Year 2014 Baseload,5,43800,37.7
2/10/2015,Weekend Baseload,15,720,31.5
28/04/2015,Q3 '15 Baseload,15,33120,32.3
4/07/2014,August '14 Baseload,10,7440,34.1
25/06/2015,Day-ahead Baseload,25,600,36.5
20/08/2015,Day-ahead Baseload,10,240,33.65
22/07/2014,Day-ahead Baseload,2,48,32.5
26/02/2015,March '15 Baseload,10,7430,34.22
13/03/2014,Weekend Baseload,10,480,15.5
30/07/2015,Day-ahead Baseload,10,240,33.25
9/02/2015,Day-ahead Baseload,25,600,41.25
25/09/2015,Weekend Baseload,25,1200,30.5
8/12/2015,Year 2017 Baseload,15,131400,29.5
25/11/2014,Year 2017 Baseload,10,87600,35
4/11/2015,Year 2016 Baseload,5,43920,32.75
12/01/2015,Day-ahead Baseload,5,120,34
14/10/2015,Day-ahead Baseload,10,240,48.25
28/04/2014,May '14 Baseload,15,11160,34.2
18/12/2014,Day-ahead Baseload,10,240,36.75
9/05/2014,Weekend Baseload,10,480,14.5
25/05/2016,Day-ahead Baseload,10,240,28.5
11/10/2013,Weekend Baseload,5,240,30.85
31/01/2014,Day-ahead Baseload,10,240,43.5
26/08/2015,Day-ahead Baseload,40,960,33.5
8/01/2016,February '16 Baseload,15,10440,34
27/07/2015,Day-ahead Baseload,10,240,30
21/04/2015,Q3 '15 Baseload,10,22080,32.75
26/03/2014,April '14 Baseload,10,7200,30.6
1/08/2014,Weekend Baseload,10,480,25.25
8/12/2015,January '16 Baseload,20,14880,32.25
24/08/2015,Q4 '15 Baseload,10,22090,33.7
22/05/2014,Day-ahead Baseload,5,120,39.6
7/01/2015,Day-ahead Baseload,32,768,34
1/04/2015,Day-ahead Baseload,10,240,32.75
9/04/2014,Day-ahead Baseload,10,240,41.75
23/10/2015,Year 2016 Baseload,5,43920,32.2
13/08/2013,September '13 Baseload,10,7200,36.15
23/12/2013,26/12/2013 Baseload,15,360,16
16/12/2014,Weekend Baseload,15,720,22
9/01/2015,February '15 Baseload,10,6720,36.95
23/08/2016,Q4 '16 Baseload,25,55225,32.25
7/04/2015,Week 16 '15 Baseload,10,1680,31.5
3/02/2015,March '15 Baseload,5,3715,33
25/09/2015,Year 2018 Baseload,10,87600,30.7
1/09/2014,Year 2015 Baseload,25,219000,36.25
12/08/2015,Year 2016 Baseload,5,43920,32.3
11/01/2016,Day-ahead Baseload,10,240,38.5
18/06/2015,Day-ahead Baseload,10,240,31.85
17/07/2015,Weekend Baseload,5,240,34
15/07/2015,Day-ahead Baseload,5,120,55.25
26/10/2015,November '15 Baseload,10,7200,37
16/04/2014,Day-ahead Peaks,10,120,38.5
6/08/2015,Day-ahead Baseload,30,720,36.25
2/07/2015,Day-ahead Baseload,10,240,40.75
16/02/2015,Day-ahead Baseload,10,240,43.85
23/10/2015,Weekend Baseload,10,490,29
25/02/2016,March '16 Baseload,5,3715,23.25
3/01/2014,Sunday Baseload,10,240,23.6
21/10/2013,Day-ahead Baseload,5,120,39.8
3/10/2013,Day-ahead Baseload,25,600,38
30/10/2015,Sunday Baseload,30,720,32.35
25/07/2016,August '16 Baseload,5,3720,31
3/06/2014,Week 24 '14 Baseload,15,2520,31
12/10/2015,Day-ahead Baseload,10,240,54.25
9/01/2015,Weekend Baseload,12,576,10
23/09/2014,Year 2015 Baseload,5,43800,35.3
19/12/2013,January '14 Baseload,10,7440,40.55
13/01/2015,Week 4 '15 Baseload,40,6720,40.5
24/03/2014,Day-ahead Baseload,10,240,37.25
28/01/2015,Day-ahead Baseload,20,480,33.25
25/02/2016,Day-ahead Baseload,25,600,27.5
11/12/2013,January '14 Baseload,10,7440,40.1
4/02/2015,Weekend Baseload,10,480,25.75
6/10/2015,Thursday Baseload,5,120,48
15/12/2014,Year 2017 Baseload,15,131400,33.7
31/01/2014,Day-ahead Baseload,5,120,44.2
7/09/2015,Q1 '16 Baseload,5,10915,33.5
19/12/2014,Year 2015 Baseload,5,43800,36.1
11/03/2015,April '15 Baseload,5,3600,34.05
26/08/2015,Day-ahead Baseload,10,240,33
12/11/2013,Day-ahead Baseload,5,120,50
26/03/2014,Q2 '14 Baseload,10,21840,30.55
12/03/2014,Day-ahead Peaks,5,60,38.75
19/12/2014,Week 1 '15 Baseload,25,4200,30
14/01/2014,February '14 Baseload,10,6720,40.7
4/09/2015,Weekend Baseload,10,480,23
26/08/2015,Day-ahead Baseload,10,240,33.1
7/10/2013,Day-ahead Baseload,5,120,54.3
7/04/2014,Year 2015 Baseload,5,43800,34.15
25/07/2016,August '16 Baseload,10,7440,31.25
17/03/2015,Year 2017 Baseload,5,43800,32.55
27/04/2016,Q3 '16 Baseload,20,44160,29.5
16/10/2013,Day-ahead Baseload,5,120,36.5
7/04/2015,Day-ahead Baseload,10,240,39.5
16/08/2016,September '16 Baseload,5,3600,30.6
7/10/2015,Day-ahead Baseload,20,480,48.5
6/08/2015,Weekend Baseload,10,480,24
4/12/2015,Weekend Baseload,10,480,26
22/02/2016,March '16 Baseload,10,7430,23.5
9/04/2015,Day-ahead Baseload,25,600,37.5
23/05/2014,June '14 Baseload,10,7200,32.3
24/03/2016,28/03/2016 Baseload,30,720,11
9/01/2014,Day-ahead Baseload,5,120,29
19/12/2013,Weekend Baseload,15,720,21
8/07/2015,August '15 Baseload,5,3720,30.6
14/01/2015,Day-ahead Peaks,20,240,35
18/09/2015,Week 39 '15 Baseload,35,5880,37.5
27/03/2014,Day-ahead Peaks,10,120,36.5
28/01/2014,Week 6 '14 Baseload,10,1680,39
,,,,
13/10/2015,Friday Baseload,10,240,46.5
6/02/2015,Saturday Baseload,10,240,28.25
6/03/2014,Day-ahead Baseload,5,120,33.85
9/04/2014,Day-ahead Baseload,25,600,41.75
21/06/2016,Day-ahead Baseload,8,192,34.3
3/02/2015,Year 2017 Baseload,10,87600,33.5
3/11/2015,Weekend Baseload,5,240,24
23/11/2015,Day-ahead Baseload,2,48,38
16/06/2015,Day-ahead Baseload,40,960,33.15
15/01/2016,Q2 '16 Baseload,5,10920,28.7
15/04/2015,May '15 Baseload,5,3720,31
4/05/2016,Q3 '16 Baseload,5,11040,28.75
23/03/2016,April '16 Baseload,25,18000,25.6
5/12/2013,Day-ahead Peaks,5,60,35.8
30/10/2014,November '14 Baseload,20,14400,35.9
15/10/2015,Day-ahead Baseload,15,360,49.15
26/11/2015,Week 49 '15 Baseload,25,4200,34
13/10/2015,Day-ahead Peaks,20,240,57
6/12/2013,Weekend Baseload,10,480,29.5
15/10/2013,Weekend Baseload,5,240,27.5
16/07/2014,August '14 Baseload,25,18600,33.5
9/09/2015,Day-ahead Baseload,5,120,33.25
6/10/2015,November '15 Baseload,10,7200,36.35
7/09/2015,Q4 '15 Baseload,5,11045,33.7
23/09/2015,Q4 '15 Baseload,5,11045,34.75
19/12/2013,January '14 Baseload,20,14880,40.55
28/01/2015,Day-ahead Baseload,25,600,33.5
10/03/2015,Year 2016 Baseload,5,43920,34.1
4/11/2015,December '15 Baseload,10,7440,33.2
10/04/2014,Weekend Baseload,10,480,27
9/07/2014,Day-ahead Baseload,5,120,34.5
12/09/2014,Week 40 '14 Baseload,10,1680,33.05
13/09/2016,October '16 Baseload,10,7450,31.5
11/12/2014,Week 52 '14 Peaks,10,600,32
19/08/2014,Year 2015 Baseload,5,43800,35.8
2/10/2013,Day-ahead Baseload,15,360,26
7/10/2013,Day-ahead Baseload,10,240,54.5
29/06/2015,July '15 Baseload,5,3720,34
4/11/2015,Weekend Baseload,10,480,28
5/08/2014,Q1 '15 Baseload,5,10795,38.25
20/09/2013,Weekend Baseload,10,480,35.25
15/04/2014,Day-ahead Baseload,5,120,40.75
13/10/2014,Year 2016 Baseload,10,87840,33.3
4/03/2016,Weekend Baseload,10,480,20
19/06/2014,Week 26 '14 Baseload,5,840,35
3/09/2014,October '14 Baseload,10,7450,36.3
19/12/2014,January '15 Baseload,5,3720,38.1
4/11/2015,Year 2016 Baseload,5,43920,32.85
25/04/2016,May '16 Baseload,5,3720,27.9
4/09/2015,Day-ahead Baseload,5,120,41
1/10/2013,Day-ahead Baseload,10,240,51
15/10/2013,Week 43 '13 Baseload,5,845,38.25
17/12/2015,Week 52 '15 Baseload,20,3360,24.75
14/01/2016,February '16 Baseload,10,6960,34
12/12/2014,Week 51 '14 Baseload,15,2520,36
4/02/2015,Weekend Baseload,20,960,25.75
23/03/2015,May '15 Baseload,10,7440,31.25
20/05/2015,June '15 Baseload,10,7200,30.2
16/07/2014,Year 2015 Baseload,10,87600,34.95
7/07/2015,Day-ahead Baseload,5,120,48
2/10/2013,Weekend Baseload,25,1200,39
13/10/2015,Year 2016 Baseload,5,43920,32.3
19/01/2016,Day-ahead Baseload,5,120,48
14/10/2013,November '13 Baseload,10,7200,41.9
4/12/2013,Friday Baseload,30,720,30
31/07/2013,Day-ahead Baseload,5,120,37.9
26/01/2015,February '15 Baseload,10,6720,35.3
11/02/2014,March '14 Baseload,10,7430,34.4
14/04/2015,Day-ahead Baseload,10,240,27.75
3/04/2014,Day-ahead Baseload,30,720,33
30/01/2014,Day-ahead Baseload,5,120,45
15/07/2014,Week 30 '14 Baseload,5,840,32.25
1/12/2015,Week 50 '15 Baseload,25,4200,34.25
20/09/2013,Week 39 '13 Baseload,5,840,44.5
23/10/2015,November '15 Baseload,10,7200,36.5
2/12/2015,Weekend Baseload,20,960,24.25
25/11/2013,Day-ahead Baseload,5,120,51.5
8/01/2016,Saturday Baseload,5,120,34
10/02/2015,Year 2017 Baseload,10,87600,34.25
1/06/2015,Day-ahead Baseload,25,600,25.5
7/11/2014,Weekend Baseload,10,480,28
5/11/2015,Q2 '16 Baseload,10,21840,31
20/10/2015,Day-ahead Baseload,49,1176,43.25
10/04/2015,Week 16 '15 Baseload,10,1680,30.8
27/10/2015,Year 2016 Baseload,5,43920,32.5
18/12/2013,Friday Baseload,20,480,37
2/01/2015,Day-ahead Baseload,35,840,40
14/12/2015,Day-ahead Baseload,10,240,44
30/06/2015,Day-ahead Baseload,45,1080,34.55
10/03/2015,April '15 Baseload,5,3600,33.75
16/10/2015,Day-ahead Baseload,25,600,47.75
14/01/2014,Day-ahead Baseload,5,120,45.75
18/01/2016,Q2 '16 Baseload,10,21840,29.25
27/10/2014,Day-ahead Baseload,10,240,34.5
2/04/2015,Weekend Baseload,10,480,28
13/05/2015,June '15 Baseload,25,18000,30.6
7/04/2014,Year 2015 Baseload,10,87600,33.9
29/10/2013,December '13 Baseload,10,7440,39.1
27/04/2015,Day-ahead Baseload,10,240,37
15/10/2013,Weekend Baseload,10,480,27.5
23/06/2014,August '14 Baseload,10,7440,34.1
8/01/2015,Day-ahead Baseload,5,120,34.75
11/11/2013,December '13 Baseload,10,7440,38.8
20/10/2015,November '15 Baseload,5,3600,36.25
30/06/2016,Day-ahead Baseload,5,120,34.3
21/12/2015,February '16 Baseload,25,17400,34.15
30/09/2013,Year 2014 Baseload,25,219000,37.9
19/12/2013,January '14 Baseload,5,3720,40.5
9/12/2014,Day-ahead Baseload,5,120,34.8
14/12/2015,Day-ahead Baseload,10,240,44.4
22/10/2015,Weekend Baseload,10,490,27.5
22/06/2015,Day-ahead Baseload,20,480,33.75
2/01/2014,Day-ahead Baseload,10,240,27.2
15/09/2014,Week 39 '14 Baseload,5,840,36.75
19/08/2015,Day-ahead Baseload,25,600,38.7
8/02/2016,Q2 '16 Baseload,5,10920,27.5
9/01/2014,Day-ahead Baseload,5,120,28.8
27/04/2016,May '16 Baseload,10,7440,27.7
27/08/2014,Weekend Baseload,13,624,28
14/11/2013,December '13 Baseload,5,3720,38.1
8/09/2014,Week 38 '14 Baseload,28,4704,35.1
11/05/2015,Q3 '15 Baseload,5,11040,31.4
8/12/2014,Q1 '15 Baseload,10,21590,37.4
10/03/2015,April '15 Baseload,5,3600,34
7/04/2015,Day-ahead Baseload,5,120,39.5
23/03/2016,April '16 Baseload,10,7200,26.1
8/01/2015,March '15 Baseload,10,7430,33.5
26/09/2014,Day-ahead Baseload,50,1200,42.75
20/12/2013,Weekend Baseload,5,240,20.5
20/10/2014,November '14 Baseload,10,7200,36
8/01/2015,Day-ahead Baseload,25,600,33
4/04/2014,Week 15 '14 Baseload,5,840,32.5
28/11/2014,Weekend Baseload,10,480,31
20/05/2015,Q3 '15 Baseload,5,11040,31.05
8/04/2015,Day-ahead Baseload,10,240,41.25
16/02/2016,March '16 Baseload,10,7430,24.5
17/12/2015,Day-ahead Baseload,10,240,37.25
20/02/2015,Sunday Baseload,10,240,28.5
7/01/2014,February '14 Baseload,10,6720,41.4
21/05/2014,Day-ahead Baseload,10,240,36.45
2/12/2014,January '15 Baseload,10,7440,38.75
2/12/2014,Q1 '15 Baseload,10,21590,37.8
16/02/2016,March '16 Baseload,5,3715,24.35
6/06/2016,Q3 '16 Baseload,5,11040,31.25
25/07/2014,Week 31 '14 Baseload,10,1680,32.4
11/05/2015,June '15 Baseload,10,7200,30.6
11/01/2016,Wednesday Baseload,25,600,38.75
23/07/2014,Year 2015 Baseload,5,43800,35.8
11/08/2016,September '16 Baseload,25,18000,30.8
12/11/2015,Week 47 '15 Baseload,5,840,35.8
4/12/2013,Friday Baseload,10,240,30
23/10/2014,November '14 Baseload,10,7200,35.15
14/09/2016,October '16 Baseload,5,3725,32
27/11/2013,Q1 '14 Baseload,5,10795,39.7
3/09/2013,Year 2014 Baseload,5,43800,36.8
28/05/2014,Day-ahead Baseload,5,120,28.75
2/07/2015,Day-ahead Baseload,20,480,41
20/02/2015,Weekend Baseload,5,240,27
13/09/2013,November '13 Baseload,10,7200,41.9
19/08/2015,Day-ahead Baseload,5,120,39.5
2/09/2014,Week 37 '14 Baseload,10,1680,33.1
1/09/2015,Day-ahead Baseload,50,1200,39
23/09/2014,Day-ahead Baseload,10,240,39
5/08/2015,Day-ahead Baseload,30,720,35.5
7/01/2015,Week 4 '15 Baseload,25,4200,36
8/12/2015,Year 2016 Baseload,25,219600,31.7
30/03/2016,April '16 Baseload,5,3600,26.15
31/07/2015,Week 32 '15 Baseload,10,1680,35
5/02/2014,Week 7 '14 Baseload,12,2016,32.4
28/02/2014,Year 2016 Baseload,5,43920,34.9
11/06/2015,Q3 '15 Baseload,25,55200,30.7
13/07/2015,Day-ahead Baseload,25,600,45.75
10/04/2015,Q3 '15 Baseload,5,11040,33.7
8/10/2015,Year 2016 Baseload,5,43920,32.4
15/07/2014,Day-ahead Baseload,3,72,36.5
3/12/2015,Day-ahead Baseload,10,240,35
8/04/2015,Q3 '15 Baseload,10,22080,34
19/09/2013,Year 2015 Baseload,5,43800,37.9
27/03/2014,Weekend Baseload,10,470,24.5
1/12/2015,Weekend Baseload,30,1440,25
9/10/2013,Day-ahead Baseload,5,120,55.5
7/11/2014,Saturday Baseload,50,1200,29.75
3/09/2013,Day-ahead Baseload,5,120,50.5
28/11/2013,Year 2015 Baseload,5,43800,35.9
7/03/2016,Year 2017 Baseload,5,43800,25.35
17/12/2013,Year 2014 Baseload,5,43800,37.35
6/03/2015,Year 2016 Baseload,5,43920,34.3
4/11/2014,Year 2015 Baseload,25,219000,35.3
9/01/2015,March '15 Baseload,75,55725,34
14/08/2013,Day-ahead Baseload,5,120,36.5
8/04/2015,Week 16 '15 Baseload,10,1680,31.5
27/08/2014,September '14 Baseload,10,7200,35.45
4/05/2016,Weekend Baseload,20,960,19
8/04/2015,Day-ahead Baseload,10,240,40.75
15/03/2016,Day-ahead Baseload,5,120,26
16/02/2015,Day-ahead Baseload,13,312,44
31/07/2013,Week 32 '13 Baseload,25,4200,34.95
14/11/2013,Week 47 '13 Baseload,10,1680,46.5
10/12/2015,Day-ahead Baseload,25,600,32.5
31/12/2013,Day-ahead Baseload,15,360,27.75
3/04/2014,Day-ahead Baseload,20,480,33
17/12/2013,Year 2014 Baseload,5,43800,37.25
13/12/2013,Day-ahead Baseload,5,120,39
24/09/2015,October '15 Baseload,5,3725,36.2
19/01/2016,Year 2017 Baseload,5,43800,27
20/11/2014,December '14 Baseload,26,19344,34.85
7/04/2014,May '14 Baseload,10,7440,31
11/10/2013,December '13 Baseload,15,11160,38.35
10/12/2014,Day-ahead Baseload,5,120,38
11/12/2014,Day-ahead Baseload,10,240,36.8
8/01/2015,Week 4 '15 Baseload,10,1680,36
1/07/2015,Day-ahead Baseload,5,120,34.25
20/11/2015,Week 48 '15 Baseload,5,840,38.5
9/06/2015,Day-ahead Baseload,10,240,32.75
31/03/2014,April '14 Baseload,5,3600,31.25
29/04/2016,May '16 Baseload,5,3720,27.75
5/02/2014,Q2 '14 Baseload,27,58968,32
6/08/2015,Week 35 '15 Baseload,50,8400,34
30/07/2015,Day-ahead Baseload,35,840,33.75
31/12/2013,Day-ahead Baseload,10,240,28.5
17/10/2014,Saturday Baseload,10,240,30
19/01/2016,Year 2018 Baseload,5,43800,25.75
16/09/2015,Q1 '16 Baseload,5,10915,33.55
12/02/2015,Day-ahead Baseload,10,240,39.9
23/08/2016,September '16 Baseload,5,3600,30.5
30/09/2014,November '14 Baseload,10,7200,36.95
28/07/2015,Day-ahead Baseload,10,240,29
1/12/2015,Day-ahead Baseload,5,120,38.75
8/12/2015,Day-ahead Baseload,10,240,35.5
27/09/2013,November '13 Baseload,5,3600,42.65
17/09/2014,Day-ahead Baseload,5,120,37.7
27/11/2013,Day-ahead Baseload,10,240,39.35
19/12/2014,Weekend Baseload,10,480,17.5
17/02/2014,March '14 Baseload,10,7430,33
5/12/2013,Year 2014 Baseload,5,43800,37.35
18/06/2014,Weekend Baseload,30,1440,22.75
7/08/2013,Day-ahead Baseload,5,120,49.6
10/10/2014,Week 42 '14 Baseload,10,1680,34.95
4/02/2015,Week 7 '15 Baseload,10,1680,37.4
21/04/2015,Week 18 '15 Baseload,10,1680,27
12/08/2015,September '15 Baseload,25,18000,34
8/01/2016,Year 2018 Baseload,10,87600,27.5
7/02/2014,Day-ahead Baseload,5,120,37.7
9/04/2015,Year 2016 Baseload,15,131760,34.1
18/12/2013,Week 52 '13 Baseload,5,840,14.75
9/08/2016,Day-ahead Baseload,20,480,29
9/07/2015,Day-ahead Baseload,10,240,37.5
25/02/2015,March '15 Baseload,5,3715,34.1
24/11/2015,December '15 Baseload,10,7440,33
22/05/2014,June '14 Baseload,5,3600,32.4
7/01/2016,Q2 '16 Baseload,10,21840,30.1
25/02/2015,March '15 Baseload,5,3715,33.75
27/02/2015,March '15 Baseload,5,3715,34.2
9/07/2015,August '15 Baseload,10,7440,30.35
16/12/2014,Thursday Baseload,20,480,40
7/10/2015,Day-ahead Baseload,5,120,48.5
11/04/2014,Week 17 '14 Baseload,50,8400,29.75
9/08/2013,Day-ahead Baseload,10,240,38.5
13/08/2013,Day-ahead Baseload,10,240,37.75
28/08/2014,Year 2015 Baseload,5,43800,36.2
22/04/2015,May '15 Baseload,5,3720,30.25
25/08/2015,Day-ahead Baseload,35,840,32.25
4/12/2013,January '14 Baseload,25,18600,39.9
23/10/2015,Week 44 '15 Baseload,5,840,36.5
16/06/2014,July '14 Baseload,10,7440,35.1
14/09/2015,Day-ahead Baseload,10,240,34
31/10/2013,Day-ahead Baseload,10,240,28.5
10/03/2014,Q2 '14 Baseload,10,21840,31.15
1/08/2014,Weekend Baseload,5,240,25.3
23/04/2014,Day-ahead Baseload,5,120,38.75
15/04/2015,May '15 Baseload,10,7440,30.85
24/10/2014,Weekend Baseload,20,980,28.75
17/08/2015,Week 35 '15 Baseload,10,1680,34.5
28/04/2015,Q3 '15 Baseload,10,22080,32.3
16/09/2013,Day-ahead Baseload,5,120,42
26/03/2014,Year 2015 Extended-Peaks,10,41760,45
6/08/2013,Day-ahead Baseload,10,240,45.25
21/10/2014,Day-ahead Baseload,5,120,39.25
26/02/2014,April '14 Baseload,5,3600,30.05
19/08/2014,Week 35 '14 Baseload,10,1680,31.75
26/09/2014,November '14 Baseload,1,720,37.8
21/01/2015,Week 5 '15 Baseload,5,840,34.5
7/01/2014,February '14 Baseload,10,6720,41.55
8/10/2015,Day-ahead Baseload,10,240,48.75
15/01/2014,February '14 Baseload,30,20160,39.85
12/10/2015,Day-ahead Baseload,10,240,52.5
11/05/2016,Week 20 '16 Baseload,25,4200,27.5
31/05/2016,Q3 '16 Baseload,10,22080,30.6
17/01/2014,March '14 Baseload,10,7430,35.45
30/10/2015,Sunday Baseload,10,240,32
17/07/2015,Weekend Baseload,5,240,36
20/07/2016,August '16 Baseload,5,3720,31.75
29/03/2016,April '16 Baseload,5,3600,26.25
15/04/2014,Day-ahead Baseload,5,120,38.75
28/10/2015,Day-ahead Baseload,15,360,48
10/09/2013,Q4 '13 Baseload,5,11045,39.55
9/02/2015,Week 8 '15 Baseload,10,1680,33.5
26/02/2014,Weekend Baseload,12,576,27.9
16/10/2014,December '14 Baseload,10,7440,34.45
19/11/2014,Day-ahead Baseload,10,240,46.75
15/08/2013,Day-ahead Baseload,3,72,35
11/10/2013,Week 42 '13 Baseload,10,1680,43.75
10/06/2014,Day-ahead Baseload,10,240,41
15/02/2016,Day-ahead Baseload,5,120,32.5
23/07/2015,Day-ahead Baseload,35,840,49
9/01/2015,March '15 Baseload,50,37150,34
19/08/2013,Day-ahead Baseload,10,240,46.25
25/11/2015,Day-ahead Baseload,10,240,48
6/08/2013,Day-ahead Baseload,5,120,45.25
27/08/2014,September '14 Baseload,10,7200,35.35
